Locus,CDS,ProteinID,uniprot_id,Gene,Mean.tpm
b1091,lcl|NC_000913.3_cds_NP_415609.1_1064,NP_415609.1,P0A6R0,fabH,409.18390730819334
b1092,lcl|NC_000913.3_cds_NP_415610.1_1065,NP_415610.1,P0AAI9,fabD,712.4894736064524
b1093,lcl|NC_000913.3_cds_NP_415611.1_1066,NP_415611.1,P0AEK2,fabG,1319.4292781350584
b1094,lcl|NC_000913.3_cds_NP_415612.1_1067,NP_415612.1,P0A6A8,acpP,13671.407766210472
b1095,lcl|NC_000913.3_cds_NP_415613.1_1068,NP_415613.1,P0AAI5,fabF,794.0708847451846
b1097,lcl|NC_000913.3_cds_NP_415615.1_1070,NP_415615.1,P28306,mltG,16.298772959950085
b1098,lcl|NC_000913.3_cds_NP_415616.1_1071,NP_415616.1,P0A720,tmk,43.16039851530567
b1099,lcl|NC_000913.3_cds_NP_415617.1_1072,NP_415617.1,P28631,holB,11.999583326099286
b1100,lcl|NC_000913.3_cds_NP_415618.1_1073,NP_415618.1,P0AFQ7,ycfH,74.6411414703714
b1101,lcl|NC_000913.3_cds_NP_415619.1_1074,NP_415619.1,P69786,ptsG,623.6433596215065
b1103,lcl|NC_000913.3_cds_NP_415621.3_1076,NP_415621.3,P0ACE7,hinT,280.0946268674213
b1104,lcl|NC_000913.3_cds_NP_415622.1_1077,NP_415622.1,P75946,ycfL,28.998448234345233
b1105,lcl|NC_000913.3_cds_NP_415623.1_1078,NP_415623.1,P0AB38,lpoB,77.22888060822844
b1107,lcl|NC_000913.3_cds_NP_415625.1_1080,NP_415625.1,P75949,nagZ,43.30103924849841
b1108,lcl|NC_000913.3_cds_NP_415626.4_1081,NP_415626.4,P0A8E1,ycfP,128.50486372118374
b1109,lcl|NC_000913.3_cds_NP_415627.1_1082,NP_415627.1,P00393,ndh,654.9576093152896
b1112,lcl|NC_000913.3_cds_NP_415630.1_1085,NP_415630.1,P0AB40,bhsA,80.61600337401994
b1113,lcl|NC_000913.3_cds_NP_415631.1_1086,NP_415631.1,P75954,ldtC,24.046829312822094
b1114,lcl|NC_000913.3_cds_NP_415632.1_1087,NP_415632.1,P30958,mfd,31.232034836046157
b1116,lcl|NC_000913.3_cds_NP_415634.1_1089,NP_415634.1,P0ADC3,lolC,23.009128623222566
b1117,lcl|NC_000913.3_cds_NP_415635.4_1090,NP_415635.4,P75957,lolD,48.11610956841795
b1118,lcl|NC_000913.3_cds_NP_415636.1_1091,NP_415636.1,P75958,lolE,19.042058712229625
b1119,lcl|NC_000913.3_cds_NP_415637.1_1092,NP_415637.1,P75959,nagK,13.033802208104893
b1120,lcl|NC_000913.3_cds_NP_415638.3_1093,NP_415638.3,P75960,cobB,45.59462687642042
b1123,lcl|NC_000913.3_cds_NP_415641.1_1097,NP_415641.1,P0AFK9,potD,431.2980408024133
b1124,lcl|NC_000913.3_cds_NP_415642.1_1098,NP_415642.1,P0AFK6,potC,68.29970717360362
b1125,lcl|NC_000913.3_cds_NP_415643.3_1099,NP_415643.3,P0AFK4,potB,61.44395820583177
b1126,lcl|NC_000913.3_cds_NP_415644.1_1100,NP_415644.1,P69874,potA,169.4349432673201
b1127,lcl|NC_000913.3_cds_NP_415645.1_1101,NP_415645.1,P29745,pepT,40.81335565718653
b1128,lcl|NC_000913.3_cds_NP_415646.4_1102,NP_415646.4,P27431,roxA,113.87580954706755
b1129,lcl|NC_000913.3_cds_NP_415647.1_1103,NP_415647.1,P23837,phoQ,10.419213022104884
b1130,lcl|NC_000913.3_cds_NP_415648.1_1104,NP_415648.1,P23836,phoP,167.78215042131265
b1131,lcl|NC_000913.3_cds_NP_415649.1_1105,NP_415649.1,P0AB89,purB,270.7877397520056
b1132,lcl|NC_000913.3_cds_NP_415650.1_1106,NP_415650.1,P25746,hflD,52.69962049199214
b1133,lcl|NC_000913.3_cds_NP_415651.4_1107,NP_415651.4,P25745,mnmA,125.85229437717851
b1134,lcl|NC_000913.3_cds_NP_415652.1_1108,NP_415652.1,P0AEI6,nudJ,24.954959426935563
b1135,lcl|NC_000913.3_cds_NP_415653.4_1109,NP_415653.4,P75966,rluE,23.974778413991654
b1136,lcl|NC_000913.3_cds_NP_415654.1_1110,NP_415654.1,P08200,icd,1546.8816373594977
b1139,lcl|NC_000913.3_cds_NP_415657.1_1113,NP_415657.1,P11072,lit,9.54986910905066
b1143,lcl|NC_000913.3_cds_NP_415661.2_1117,NP_415661.2,P75972,ymfI,36.4318541938233
b1145,lcl|NC_000913.3_cds_NP_415663.1_1119,NP_415663.1,P75974,ymfK,36.633181680001535
b1162,lcl|NC_000913.3_cds_NP_415680.1_1136,NP_415680.1,P75989,bluR,12.273956167430288
b1171,lcl|NC_000913.3_cds_NP_415689.2_1144,NP_415689.2,P0AB46,ymgD,34.405522812478814
b1172,lcl|NC_000913.3_cds_NP_415690.5_1145,NP_415690.5,Q7DFV3,ymgG,31.547424617549993
b1174,lcl|NC_000913.3_cds_NP_415692.1_1148,NP_415692.1,P0A734,minE,224.33345715697422
b1175,lcl|NC_000913.3_cds_NP_415693.1_1149,NP_415693.1,P0AEZ3,minD,343.91647241735876
b1176,lcl|NC_000913.3_cds_NP_415694.1_1150,NP_415694.1,P18196,minC,54.64814726960101
b1177,lcl|NC_000913.3_cds_NP_415695.1_1151,NP_415695.1,P76001,ycgJ,40.330633518455926
b1178,lcl|NC_000913.3_cds_NP_415696.1_1152,NP_415696.1,P76002,pliG,126.50343868844037
b1179,lcl|NC_000913.3_cds_NP_415697.5_1154,NP_415697.5,P0AB43,ycgL,128.00624984741953
b1180,lcl|NC_000913.3_cds_NP_415698.1_1155,NP_415698.1,P76004,ycgM,30.22118462271127
b1181,lcl|NC_000913.3_cds_NP_415699.5_1156,NP_415699.5,P0A8L5,ycgN,51.522228212685064
b1185,lcl|NC_000913.3_cds_NP_415703.3_1160,NP_415703.3,P0A6M2,dsbB,95.16417393115965
b1186,lcl|NC_000913.3_cds_NP_415704.1_1161,NP_415704.1,P0AFA7,nhaB,40.47913042544269
b1187,lcl|NC_000913.3_cds_NP_415705.1_1162,NP_415705.1,P0A8V6,fadR,98.39918698851119
b1189,lcl|NC_000913.3_cds_NP_415707.1_1164,NP_415707.1,P0A6J5,dadA,73.08132456380363
b1190,lcl|NC_000913.3_cds_NP_415708.1_1165,NP_415708.1,P29012,dadX,31.326346738807576
b1192,lcl|NC_000913.3_cds_NP_415710.1_1168,NP_415710.1,P76008,ldcA,27.712091223868324
b1193,lcl|NC_000913.3_cds_NP_415711.2_1169,NP_415711.2,P0C960,emtA,108.53589268071647
b1198,lcl|NC_000913.3_cds_NP_415716.4_1174,NP_415716.4,P37349,dhaM,26.387876003953025
b1199,lcl|NC_000913.3_cds_NP_415717.1_1175,NP_415717.1,P76014,dhaL,33.904866907274545
b1200,lcl|NC_000913.3_cds_NP_415718.6_1176,NP_415718.6,P76015,dhaK,21.052790788871675
b1203,lcl|NC_000913.3_cds_NP_415721.1_1179,NP_415721.1,P0ABU2,ychF,552.1196428311526
b1204,lcl|NC_000913.3_cds_NP_415722.1_1180,NP_415722.1,P0A7D1,pth,122.73406210176532
b1206,lcl|NC_000913.3_cds_NP_415724.2_1182,NP_415724.2,P0AFR2,dauA,13.19052690380487
b1207,lcl|NC_000913.3_cds_NP_415725.1_1183,NP_415725.1,P0A717,prs,1012.8676369595387
b1208,lcl|NC_000913.3_cds_NP_415726.1_1184,NP_415726.1,P62615,ispE,30.1970197204956
b1209,lcl|NC_000913.3_cds_NP_415727.1_1185,NP_415727.1,P61320,lolB,95.16196719278143
b1210,lcl|NC_000913.3_cds_NP_415728.1_1186,NP_415728.1,P0A6X1,hemA,13.370115930686618
b1211,lcl|NC_000913.3_cds_NP_415729.1_1187,NP_415729.1,P0A7I0,prfA,67.12793755211014
b1212,lcl|NC_000913.3_cds_NP_415730.1_1188,NP_415730.1,P0ACC1,prmC,14.000714267493636
b1214,lcl|NC_000913.3_cds_NP_415732.1_1190,NP_415732.1,P0AGM5,ychA,23.106059811227006
b1215,lcl|NC_000913.3_cds_NP_415733.1_1191,NP_415733.1,P0A715,kdsA,343.08748155536074
b1216,lcl|NC_000913.3_cds_NP_415734.1_1195,NP_415734.1,P31801,chaA,25.301185742964698
b1219,lcl|NC_000913.3_cds_NP_415737.1_1198,NP_415737.1,P0AB52,ychN,167.92557875439945
b1221,lcl|NC_000913.3_cds_NP_415739.1_1200,NP_415739.1,P0AF28,narL,86.68079372040845
b1232,lcl|NC_000913.3_cds_NP_415748.1_1209,NP_415748.1,P37051,purU,386.24797734098246
b1233,lcl|NC_000913.3_cds_NP_415749.1_1210,NP_415749.1,P37052,ychJ,82.18247988470533
b1234,lcl|NC_000913.3_cds_NP_415750.2_1211,NP_415750.2,P0AFR0,rssA,14.796959147068023
b1235,lcl|NC_000913.3_cds_NP_415751.1_1212,NP_415751.1,P0AEV1,rssB,10.244022647378324
b1236,lcl|NC_000913.3_cds_NP_415752.1_1213,NP_415752.1,P0AEP3,galU,724.5791261139116
b1237,lcl|NC_000913.3_cds_NP_415753.1_1214,NP_415753.1,P0ACF8,hns,5396.734174479964
b1238,lcl|NC_000913.3_cds_NP_415754.1_1215,NP_415754.1,P23331,tdk,109.7897536202719
b1241,lcl|NC_000913.3_cds_NP_415757.1_1216,NP_415757.1,P0A9Q7,adhE,268.2432850976888
b1243,lcl|NC_000913.3_cds_NP_415759.1_1220,NP_415759.1,P23843,oppA,1827.8577734605071
b1244,lcl|NC_000913.3_cds_NP_415760.1_1221,NP_415760.1,P0AFH2,oppB,201.77313993691035
b1245,lcl|NC_000913.3_cds_NP_415761.1_1222,NP_415761.1,P0AFH6,oppC,204.62463194835573
b1247,lcl|NC_000913.3_cds_NP_415763.1_1224,NP_415763.1,P77737,oppF,254.57081529507656
b1248,lcl|NC_000913.3_cds_NP_415764.4_1225,NP_415764.4,P0A8L7,yciU,77.62557568224534
b1249,lcl|NC_000913.3_cds_NP_415765.1_1226,NP_415765.1,P0A6H8,clsA,16.201234520862908
b1250,lcl|NC_000913.3_cds_NP_415766.1_1228,NP_415766.1,P31069,kch,8.248636250920514
b1251,lcl|NC_000913.3_cds_NP_415767.2_1229,NP_415767.2,P0AB55,yciI,127.6496376806452
b1252,lcl|NC_000913.3_cds_NP_415768.1_1230,NP_415768.1,P02929,tonB,17.829750418892576
b1253,lcl|NC_000913.3_cds_NP_415769.1_1231,NP_415769.1,P0A8Z0,yciA,184.99210793977133
b1254,lcl|NC_000913.3_cds_NP_415770.1_1232,NP_415770.1,P0A710,yciB,54.888523390595964
b1255,lcl|NC_000913.3_cds_NP_415771.1_1233,NP_415771.1,P21365,yciC,38.277930978567795
b1256,lcl|NC_000913.3_cds_NP_415772.1_1234,NP_415772.1,P0A915,ompW,339.3250801222922
b1260,lcl|NC_000913.3_cds_NP_415776.1_1238,NP_415776.1,P0A877,trpA,34.04702630186666
b1261,lcl|NC_000913.3_cds_NP_415777.1_1239,NP_415777.1,P0A879,trpB,30.046131198542025
b1262,lcl|NC_000913.3_cds_NP_415778.3_1240,NP_415778.3,P00909,trpC,7.366817494685207
b1264,lcl|NC_000913.3_cds_NP_415780.1_1242,NP_415780.1,P00895,trpE,7.563068160475617
b1266,lcl|NC_000913.3_cds_NP_415782.1_1244,NP_415782.1,P77766,rnm,12.884098726725128
b1267,lcl|NC_000913.3_cds_NP_415783.6_1245,NP_415783.6,P0AFR4,yciO,106.78483038334613
b1269,lcl|NC_000913.3_cds_NP_415785.1_1247,NP_415785.1,P37765,rluB,388.84378611468145
b1270,lcl|NC_000913.3_cds_NP_415786.1_1248,NP_415786.1,P0A9H5,btuR,16.300920219423197
b1271,lcl|NC_000913.3_cds_NP_415787.1_1249,NP_415787.1,P31808,yciK,31.80455942156721
b1272,lcl|NC_000913.3_cds_NP_415788.1_1250,NP_415788.1,P0AG14,sohB,64.87356934838716
b1273,lcl|NC_000913.3_cds_NP_415789.1_1251,NP_415789.1,P0AB61,yciN,325.6647969922448
b1274,lcl|NC_000913.3_cds_NP_415790.1_1252,NP_415790.1,P06612,topA,126.11066568692748
b1275,lcl|NC_000913.3_cds_NP_415791.1_1253,NP_415791.1,P0A9F3,cysB,115.54912375262732
b1276,lcl|NC_000913.3_cds_NP_415792.1_1257,NP_415792.1,P25516,acnA,13.44656089860898
b1277,lcl|NC_000913.3_cds_NP_415793.1_1258,NP_415793.1,P0A7I7,ribA,134.86293041455093
b1279,lcl|NC_000913.3_cds_NP_415795.1_1260,NP_415795.1,P0ACV4,lapA,40.00299988750844
b1280,lcl|NC_000913.3_cds_NP_415796.1_1261,NP_415796.1,P0AB58,lapB,7.946068210127573
b1281,lcl|NC_000913.3_cds_NP_415797.1_1262,NP_415797.1,P08244,pyrF,180.26763436623895
b1282,lcl|NC_000913.3_cds_NP_415798.2_1263,NP_415798.2,P08245,yciH,91.15218044567007
b1284,lcl|NC_000913.3_cds_NP_415800.1_1265,NP_415800.1,P76034,yciT,78.69771280030956
b1286,lcl|NC_000913.3_cds_NP_415802.1_1270,NP_415802.1,P30850,rnb,264.96943219926345
b1288,lcl|NC_000913.3_cds_NP_415804.1_1272,NP_415804.1,P0AEK4,fabI,2070.3660014596453
b1290,lcl|NC_000913.3_cds_NP_415806.1_1274,NP_415806.1,P0AAH8,sapF,15.517731793016656
b1291,lcl|NC_000913.3_cds_NP_415807.1_1275,NP_415807.1,P0AAH4,sapD,17.84936973677222
b1292,lcl|NC_000913.3_cds_NP_415808.1_1276,NP_415808.1,P0AGH5,sapC,11.171392035015154
b1293,lcl|NC_000913.3_cds_NP_415809.1_1277,NP_415809.1,P0AGH3,sapB,11.47170431975999
b1294,lcl|NC_000913.3_cds_NP_415810.1_1278,NP_415810.1,Q47622,sapA,19.56323081701997
b1295,lcl|NC_000913.3_cds_NP_415811.1_1279,NP_415811.1,P0ACV8,ymjA,31.349960127566348
b1299,lcl|NC_000913.3_cds_NP_415815.1_1284,NP_415815.1,P0A9U6,puuR,14.497586005952854
b1304,lcl|NC_000913.3_cds_NP_415820.1_1289,NP_415820.1,P0AFM6,pspA,88.07468421742995
b1308,lcl|NC_000913.3_cds_NP_415824.1_1293,NP_415824.1,P23857,pspE,89.79994432069543
b1321,lcl|NC_000913.3_cds_NP_415837.1_1305,NP_415837.1,P76046,ycjX,11.847362575695913
b1322,lcl|NC_000913.3_cds_NP_415838.1_1306,NP_415838.1,P0A8R7,ycjF,12.798437404620921
b1323,lcl|NC_000913.3_cds_NP_415839.1_1307,NP_415839.1,P07604,tyrR,61.14899835647349
b1324,lcl|NC_000913.3_cds_NP_415840.1_1308,NP_415840.1,P0A862,tpx,2487.4000683444538
b1328,lcl|NC_000913.3_cds_NP_415844.1_1314,NP_415844.1,P77333,pgrR,9.939818911831344
b1329,lcl|NC_000913.3_cds_NP_415845.2_1315,NP_415845.2,P77348,mppA,27.449954462621612
b1332,lcl|NC_000913.3_cds_NP_415848.1_1318,NP_415848.1,P64445,ynaJ,574.1637397119397
b1333,lcl|NC_000913.3_cds_NP_415849.1_1319,NP_415849.1,P0AAC0,uspE,45.94017849334065
b1334,lcl|NC_000913.3_cds_NP_415850.1_1320,NP_415850.1,P0A9E5,fnr,364.10113979497527
b1340,lcl|NC_000913.3_cds_NP_415856.1_1326,NP_415856.1,P76053,smrA,19.601020381602588
b1342,lcl|NC_000913.3_cds_NP_415858.1_1329,NP_415858.1,P64423,zntB,14.751271131668624
b1343,lcl|NC_000913.3_cds_NP_415859.1_1331,NP_415859.1,P21693,dbpA,13.436889521016388
b1344,lcl|NC_000913.3_cds_NP_415860.1_1332,NP_415860.1,P76055,ttcA,233.22023925894595
b1356,lcl|NC_000913.3_cds_NP_415874.1_1345,NP_415874.1,P76062,racR,23.73710176074577
b1377,lcl|NC_000913.3_cds_NP_415895.1_1364,NP_415895.1,P77747,ompN,107.1616069308407
b1378,lcl|NC_000913.3_cds_NP_415896.1_1365,NP_415896.1,P52647,ydbK,27.458332068791073
b1379,lcl|NC_000913.3_cds_NP_415897.1_1367,NP_415897.1,P52644,hslJ,90.3224778225221
b1380,lcl|NC_000913.3_cds_NP_415898.1_1368,NP_415898.1,P52643,ldhA,203.47026809831462
b1381,lcl|NC_000913.3_cds_NP_415899.1_1369,NP_415899.1,P52645,ydbH,4.649731175025068
b1399,lcl|NC_000913.3_cds_NP_415917.1_1387,NP_415917.1,P76086,paaX,9.634313675607618
b1400,lcl|NC_000913.3_cds_NP_415918.1_1388,NP_415918.1,P77181,paaY,16.480594649465782
b1404,lcl|NC_000913.3_cds_NP_415922.1_1393,NP_415922.1,P0CF89,insI2,12.381437719424994
b1412,lcl|NC_000913.3_cds_NP_415930.1_1400,NP_415930.1,P41407,azoR,96.91331177913595
b1413,lcl|NC_000913.3_cds_NP_415931.4_1401,NP_415931.4,P43329,hrpA,32.77804143020141
b1414,lcl|NC_000913.3_cds_NP_415932.1_1402,NP_415932.1,P34209,ydcF,26.593232221751457
b1415,lcl|NC_000913.3_cds_NP_415933.1_1403,NP_415933.1,P25553,aldA,27.2820453778671
b1418,lcl|NC_000913.3_cds_NP_415935.2_1404,NP_415935.2,P0ABE5,cybB,113.86329522721537
b1422,lcl|NC_000913.3_cds_NP_415939.2_1410,NP_415939.2,P77171,ydcI,15.394804318340654
b1424,lcl|NC_000913.3_cds_NP_415941.5_1412,NP_415941.5,P40120,opgD,32.79999999999999
b1427,lcl|NC_000913.3_cds_NP_415944.1_1414,NP_415944.1,P13857,rimL,15.447977213862009
b1430,lcl|NC_000913.3_cds_NP_415947.1_1417,NP_415947.1,P25397,tehB,74.85880041785336
b1431,lcl|NC_000913.3_cds_NP_415948.1_1418,NP_415948.1,P64451,ydcL,40.20273622528694
b1435,lcl|NC_000913.3_cds_NP_415952.2_1422,NP_415952.2,P76104,rlhA,39.13898312424584
b1438,lcl|NC_000913.3_cds_NP_415955.2_1425,NP_415955.2,P67697,hicB,18.890473789717397
b1439,lcl|NC_000913.3_cds_NP_415956.1_1426,NP_415956.1,P77730,ydcR,13.076696830622023
b1446,lcl|NC_000913.3_cds_NP_415963.1_1434,NP_415963.1,P64455,ydcY,348.75153046259163
b1448,lcl|NC_000913.3_cds_NP_415965.1_1436,NP_415965.1,P76112,mnaT,22.349496638627002
b1451,lcl|NC_000913.3_cds_NP_415968.1_1439,NP_415968.1,P76115,yncD,12.934836682386056
b1452,lcl|NC_000913.3_cds_NP_415969.1_1440,NP_415969.1,P76116,yncE,60.255456184481794
b1453,lcl|NC_000913.3_cds_NP_415970.4_1441,NP_415970.4,P77610,ansP,13.042239071570492
b1464,lcl|NC_000913.3_cds_NP_415981.1_1450,NP_415981.1,P37757,yddE,16.321764610482525
b1479,lcl|NC_000913.3_cds_NP_415996.2_1464,NP_415996.2,P26616,maeA,90.74767214645232
b1482,lcl|NC_000913.3_cds_NP_415999.1_1467,NP_415999.1,P0C0L2,osmC,29.017408567961397
b1491,lcl|NC_000913.3_cds_NP_416008.1_1477,NP_416008.1,P64426,digH,14.504482065899492
b1507,lcl|NC_000913.3_cds_NP_416024.1_1493,NP_416024.1,P23874,hipA,7.072481884034769
b1524,lcl|NC_000913.3_cds_NP_416041.1_1508,NP_416041.1,P0A6W0,glsB,22.967368155711707
b1525,lcl|NC_000913.3_cds_NP_416042.2_1509,NP_416042.2,P76149,sad,10.647065323364933
b1528,lcl|NC_000913.3_cds_NP_416045.1_1512,NP_416045.1,P31122,ydeA,9.649870465451853
b1531,lcl|NC_000913.3_cds_NP_416048.2_1515,NP_416048.2,P0ACH5,marA,62.07729053365649
b1538,lcl|NC_000913.3_cds_NP_416056.1_1524,NP_416056.1,P24171,dcp,64.5671743225611
b1539,lcl|NC_000913.3_cds_NP_416057.1_1525,NP_416057.1,P39831,ydfG,285.65318132308636
b1540,lcl|NC_000913.3_cds_NP_416058.1_1526,NP_416058.1,P0ACM2,rspR,33.23371781790294
b1541,lcl|NC_000913.3_cds_NP_416059.1_1527,NP_416059.1,P64463,ydfZ,219.87723847638267
b1550,lcl|NC_000913.3_cds_NP_416068.2_1538,NP_416068.2,P77695,gnsB,292.7989071017855
b1563,lcl|NC_000913.3_cds_NP_416081.1_1556,NP_416081.1,P0C077,relE,41.42776846512494
b1564,lcl|NC_000913.3_cds_NP_416082.1_1557,NP_416082.1,P0C079,relB,160.5968866447915
b1570,lcl|NC_000913.3_cds_NP_416088.1_1563,NP_416088.1,P06966,dicA,27.34958866235468
b1583,lcl|NC_000913.3_cds_NP_416100.1_1573,NP_416100.1,P76170,ynfB,135.7041635322955
b1584,lcl|NC_000913.3_cds_NP_416101.1_1574,NP_416101.1,P0A951,speG,144.09968771652495
b1585,lcl|NC_000913.3_cds_NP_416102.2_1575,NP_416102.2,P67553,ynfC,16.798809481626968
b1586,lcl|NC_000913.3_cds_NP_416103.2_1576,NP_416103.2,P76172,ynfD,37.31487638998687
b1588,lcl|NC_000913.3_cds_NP_416105.4_1578,NP_416105.4,P77783,ynfF,6.674578638386097
b1591,lcl|NC_000913.3_cds_NP_416108.2_1581,NP_416108.2,P69853,dmsD,36.0201332590539
b1594,lcl|NC_000913.3_cds_NP_416111.1_1584,NP_416111.1,P50456,mlc,9.410632284814874
b1602,lcl|NC_000913.3_cds_NP_416119.1_1594,NP_416119.1,P0AB67,pntB,54.53806010484789
b1603,lcl|NC_000913.3_cds_NP_416120.1_1595,NP_416120.1,P07001,pntA,130.66659863943804
b1604,lcl|NC_000913.3_cds_NP_416121.1_1596,NP_416121.1,P76177,ydgH,310.9286895736706
b1605,lcl|NC_000913.3_cds_NP_416122.1_1597,NP_416122.1,P0AAE5,ydgI,10.3184301131519
b1606,lcl|NC_000913.3_cds_NP_416123.1_1598,NP_416123.1,P0AFS3,folM,13.486660075793417
b1608,lcl|NC_000913.3_cds_NP_416125.2_1600,NP_416125.2,P52108,rstA,38.06573262134856
b1609,lcl|NC_000913.3_cds_NP_416126.1_1601,NP_416126.1,P18392,rstB,9.049861877399014
b1610,lcl|NC_000913.3_cds_NP_416127.1_1602,NP_416127.1,P16525,tus,13.502222039353375
b1611,lcl|NC_000913.3_cds_NP_416128.1_1603,NP_416128.1,P05042,fumC,20.89138578457638
b1612,lcl|NC_000913.3_cds_NP_416129.1_1604,NP_416129.1,P0AC33,fumA,118.43276573651403
b1613,lcl|NC_000913.3_cds_NP_416130.3_1605,NP_416130.3,P00946,manA,112.67359939222675
b1614,lcl|NC_000913.3_cds_NP_416131.1_1606,NP_416131.1,P77804,ydgA,87.99636356122899
b1618,lcl|NC_000913.3_cds_NP_416135.1_1610,NP_416135.1,P0ACT6,uidR,14.44299137990465
b1619,lcl|NC_000913.3_cds_NP_416136.1_1611,NP_416136.1,P0AET8,hdhA,75.93411617975148
b1622,lcl|NC_000913.3_cds_NP_416139.1_1614,NP_416139.1,P23256,malY,8.697700845625812
b1623,lcl|NC_000913.3_cds_NP_416140.1_1615,NP_416140.1,P22333,add,31.37307763035052
b1624,lcl|NC_000913.3_cds_NP_416141.4_1616,NP_416141.4,P77376,ydgJ,19.576771950451892
b1625,lcl|NC_000913.3_cds_NP_416142.1_1618,NP_416142.1,P64467,cnu,53.14978833447975
b1626,lcl|NC_000913.3_cds_NP_416143.2_1619,NP_416143.2,P76180,ydgK,22.513995647152463
b1627,lcl|NC_000913.3_cds_NP_416144.1_1620,NP_416144.1,P0A766,rsxA,18.691441891946162
b1628,lcl|NC_000913.3_cds_NP_416145.1_1621,NP_416145.1,P77223,rsxB,18.83666637173361
b1629,lcl|NC_000913.3_cds_NP_416146.1_1622,NP_416146.1,P77611,rsxC,22.994564575133843
b1630,lcl|NC_000913.3_cds_NP_416147.1_1623,NP_416147.1,P76182,rsxD,14.008925726121904
b1631,lcl|NC_000913.3_cds_NP_416148.1_1624,NP_416148.1,P77285,rsxG,21.272987566395088
b1632,lcl|NC_000913.3_cds_NP_416149.1_1625,NP_416149.1,P77179,rsxE,20.796153490489534
b1633,lcl|NC_000913.3_cds_NP_416150.1_1626,NP_416150.1,P0AB83,nth,27.067323473147464
b1634,lcl|NC_000913.3_cds_NP_416151.1_1627,NP_416151.1,P77304,dtpA,217.86463687344937
b1635,lcl|NC_000913.3_cds_NP_416152.1_1628,NP_416152.1,P0A9D2,gstA,46.33788946423867
b1636,lcl|NC_000913.3_cds_NP_416153.1_1629,NP_416153.1,P77150,pdxY,53.257393852872696
b1637,lcl|NC_000913.3_cds_NP_416154.1_1630,NP_416154.1,P0AGJ9,tyrS,410.7213654048205
b1638,lcl|NC_000913.3_cds_NP_416155.1_1631,NP_416155.1,P0AFI7,pdxH,74.26977851050862
b1640,lcl|NC_000913.3_cds_NP_416157.1_1633,NP_416157.1,P77570,anmK,15.91540134586621
b1642,lcl|NC_000913.3_cds_NP_416159.2_1635,NP_416159.2,P0A8W2,slyA,65.39510685058933
b1644,lcl|NC_000913.3_cds_NP_416161.4_1637,NP_416161.4,P76185,ydhJ,14.734992365115092
b1650,lcl|NC_000913.3_cds_NP_416167.1_1643,NP_416167.1,P77258,nemA,31.111412696950943
b1651,lcl|NC_000913.3_cds_NP_416168.1_1644,NP_416168.1,P0AC81,gloA,361.2731930271053
b1652,lcl|NC_000913.3_cds_NP_416169.1_1645,NP_416169.1,P30014,rnt,60.64198215757792
b1654,lcl|NC_000913.3_cds_NP_416171.1_1647,NP_416171.1,P0AC69,grxD,1351.7261261069125
b1655,lcl|NC_000913.3_cds_NP_416172.1_1648,NP_416172.1,P76190,mepH,16.36765102267274
b1656,lcl|NC_000913.3_cds_NP_416173.1_1649,NP_416173.1,P0AGD3,sodB,3110.0457842289084
b1657,lcl|NC_000913.3_cds_NP_416174.1_1650,NP_416174.1,P77389,ydhP,7.197221686178634
b1658,lcl|NC_000913.3_cds_NP_416175.1_1652,NP_416175.1,P0ACP7,purR,210.4233352078613
b1659,lcl|NC_000913.3_cds_NP_416176.1_1653,NP_416176.1,P0ACR2,punR,7.602631123499285
b1661,lcl|NC_000913.3_cds_NP_416178.1_1655,NP_416178.1,P0A9H7,cfa,64.63822398550256
b1662,lcl|NC_000913.3_cds_NP_416179.1_1656,NP_416179.1,P0AFU8,ribC,181.33885408262628
b1664,lcl|NC_000913.3_cds_NP_416181.1_1658,NP_416181.1,P77552,ydhQ,75.5185407698004
b1667,lcl|NC_000913.3_cds_NP_416182.1_1659,NP_416182.1,P0ACX3,ydhR,155.6292388980939
b1675,lcl|NC_000913.3_cds_NP_416190.1_1667,NP_416190.1,P0ACX5,fumD,59.11784840469077
b1676,lcl|NC_000913.3_cds_NP_416191.1_1669,NP_416191.1,P0AD61,pykF,809.5467250258012
b1677,lcl|NC_000913.3_cds_NP_416192.1_1670,NP_416192.1,P69776,lpp,43864.61148135249
b1685,lcl|NC_000913.3_cds_NP_416200.2_1678,NP_416200.2,P64476,ydiH,47.25060846169072
b1686,lcl|NC_000913.3_cds_NP_416201.1_1679,NP_416201.1,P77781,menI,47.04550988139038
b1687,lcl|NC_000913.3_cds_NP_416202.1_1680,NP_416202.1,P77748,ydiJ,36.534914807619295
b1688,lcl|NC_000913.3_cds_NP_416203.1_1681,NP_416203.1,P0AFS7,ydiK,29.03790626061045
b1693,lcl|NC_000913.3_cds_NP_416208.1_1686,NP_416208.1,P05194,aroD,33.059340586285145
b1702,lcl|NC_000913.3_cds_NP_416217.1_1695,NP_416217.1,P23538,ppsA,105.68017789538393
b1703,lcl|NC_000913.3_cds_NP_416218.1_1696,NP_416218.1,P0A8A4,ppsR,23.999166652198575
b1704,lcl|NC_000913.3_cds_NP_416219.1_1697,NP_416219.1,P00887,aroH,64.55245928700164
b1706,lcl|NC_000913.3_cds_NP_416221.1_1699,NP_416221.1,P77649,selO,6.645299090334461
b1708,lcl|NC_000913.3_cds_NP_416223.1_1701,NP_416223.1,P23898,nlpC,29.510506603581042
